"",".id","Date","Category","Question","Participant","University","Vote","Confidence","Comment"
"152","Question A:","Tuesday, March 10, 2015","Vaccines","","Caroline Hoxby","Stanford","Strongly Agree","10","This is ""first principles"" in economics."
"153","Question A:","Tuesday, March 10, 2015","Vaccines","","Hilary Hoynes","Berkeley","Strongly Agree","9",""
"154","Question A:","Tuesday, March 10, 2015","Vaccines","","Kenneth Judd","Stanford","Strongly Agree","8",""
"155","Question A:","Tuesday, March 10, 2015","Vaccines","","Steven Kaplan","Chicago","Strongly Agree","10",""
"156","Question A:","Tuesday, March 10, 2015","Vaccines","","Anil Kashyap","Chicago","Strongly Agree","7","Costs grow as the number declining rises which the doubters do not seem to appreciate"
"157","Question A:","Tuesday, March 10, 2015","Vaccines","","Pete Klenow","Stanford","Strongly Agree","10",""
"158","Question A:","Tuesday, March 10, 2015","Vaccines","","Jonathan Levin","Stanford","Agree","5",""
"159","Question A:","Tuesday, March 10, 2015","Vaccines","","Eric Maskin","Harvard","Agree","9",""
"160","Question A:","Tuesday, March 10, 2015","Vaccines","","William Nordhaus","Yale","Strongly Agree","9",""
"161","Question A:","Tuesday, March 10, 2015","Vaccines","","Emmanuel Saez","Berkeley","Strongly Agree","9",""
"162","Question A:","Tuesday, March 10, 2015","Vaccines","","Larry Samuelson","Yale","Strongly Agree","10",""
"163","Question A:","Tuesday, March 10, 2015","Vaccines","","José Scheinkman","Princeton","Strongly Agree","9",""
"164","Question A:","Tuesday, March 10, 2015","Vaccines","","Richard Schmalensee","MIT","Strongly Agree","9",""
"165","Question A:","Tuesday, March 10, 2015","Vaccines","","Carl Shapiro","Berkeley","Strongly Agree","10",""
"166","Question A:","Tuesday, March 10, 2015","Vaccines","","Robert Shimer","Chicago","Strongly Agree","10",""
"167","Question A:","Tuesday, March 10, 2015","Vaccines","","Richard Thaler","Chicago","Strongly Agree","10","This is one of the periodic questions designed to see whether respondents are awake.  True by definition."
"168","Question A:","Tuesday, March 10, 2015","Vaccines","","Christopher Udry","Yale","Strongly Agree","10",""
"169","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Daron Acemoglu","MIT","Disagree","9",""
"170","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Alberto Alesina","Harvard","Did Not Answer","",""
"171","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Joseph Altonji","Yale","Strongly Agree","8",""
"172","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Alan Auerbach","Berkeley","Agree","5",""
"173","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","David Autor","MIT","Disagree","6",""
"174","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Katherine Baicker","Harvard","Agree","4",""
"175","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Abhijit Banerjee","MIT","Strongly Agree","8","New infections keep coming in as people travel. Why allow parents to hurt their children"
"176","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Marianne Bertrand","Chicago","Strongly Agree","4",""
"177","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Markus Brunnermeier","Princeton","Agree","4",""
"178","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Raj Chetty","Harvard","Did Not Answer","",""
"179","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Judith Chevalier","Yale","Agree","5","I am not qualified to opine on any specific disease but in general mandatory vaccine programs solve the free rider issue."
"180","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","David Cutler","Harvard","Agree","7",""
"181","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Angus Deaton","Princeton","Strongly Agree","10",""
"182","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Darrell Duffie","Stanford","Agree","3","Strictly speaking, social choice in this setting is not obvious. Here, many benefit significantly at hopefully a small cost by fewer."
"183","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Aaron Edlin","Berkeley","Strongly Agree","9",""
"184","Question B:","Tuesday, March 10, 2015","Vaccines","Considering the costs of restricting free choice, and the share of people in the US who choose not to vaccinate their children for measles, the social benefit of mandating measles vaccines for all Americans (except those with compelling medical reasons) would exceed the social cost.","Barry Eichengreen","Berkeley","Agree","5",""
